💕闽南4Gtv,#genre#
民视综艺4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv004
中视菁采4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv064
中视经典4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv080
台视财经4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv056
公视戏剧4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv042
闽南戏剧4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn22
国际财经4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv104
东森财经4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv153
tvbs精采4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv067
tvbs欢乐4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv068
八大精彩4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv034
八大综艺4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv039
爱达娱乐4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv070
靖洋戏剧4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv045
靖洋卡�?4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv057
靖天卡�?4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv044
靖天综合4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv046
靖天日本4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv047
靖天欢乐4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv054
靖天映画4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv055
靖天戏剧4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv058
靖天电影4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv061
靖天育乐4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv062
靖天国际4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv063
靖天资讯4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv065
龙华卡�?4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn01
龙华日韩4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn11
龙华偶像4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn12
龙华电影4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn03
龙华戏剧4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn18
龙华经典4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn21
国会频壹4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv084
国会频贰4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv085
好消息壹4Gtv,http://wanjiatv.net/4g.php?id=litv-ftv16
好消息贰4Gtv,http://wanjiatv.net/4g.php?id=litv-ftv17
智林体育4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv101
博斯魅力4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn04
博斯网球4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn09
博高球壹4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn05
博高球贰4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn06
博运动壹4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn07
博运动贰4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn08
博无限壹4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn10
博无限贰4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn13
阿里郎台4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv079
达文西台4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv018
猪哥亮厅4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv006
亚洲旅游4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn17
美国之音4Gtv,http://wanjiatv.net/4g.php?id=litv-ftv03
半岛新闻4Gtv,http://wanjiatv.net/4g.php?id=litv-ftv10
非凡商业4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv048
第壹商业4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv109
爱放动漫4Gtv,http://wanjiatv.net/4g.php?id=litv-ftv15
古典音乐4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv059
客家电视4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv043
华仁纪实4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv013
时尚运动4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv014
生活英语4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn20
采昌影剧4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv049
数位电影4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv011
Amc电影4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv017
CAT电影4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv076
TRA体育4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv077
SMArt�?4Gtv,http://wanjiatv.net/4g.php?id=litv-longturn19
GLO-Bet4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv016
TRACEU4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv082
MEZZOl4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv083
Ginx_TV4Gtv,http://wanjiatv.net/4g.php?id=4gtv-4gtv053
💕粤港澳闽,#genre#
Plus即时频道,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
广东珠江频道,http://219.159.194.85:8181/tsfile/live/1000_1.m3u8
广东新闻频道,http://219.159.194.85:8181/tsfile/live/1007_1.m3u8
广东民生频道,http://219.159.194.85:8181/tsfile/live/1002_1.m3u8
广东体育频道,http://219.159.194.85:8181/tsfile/live/1001_1.m3u8
广东影视频道,http://219.159.194.85:8181/tsfile/live/1004_1.m3u8
广东珠江频道,http://183.53.109.145:9003//hls/167/index.m3u8
广东新闻频道,http://183.53.109.145:9003//hls/168/index.m3u8
广东体育频道,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东影视频道,http://183.53.109.145:9003//hls/169/index.m3u8
广东珠江频道,http://14.112.86.101:4022/udp/239.77.0.1:5146
广东新闻频道,http://14.112.86.101:4022/udp/239.77.0.173:5146
广东民生频道,http://14.112.86.101:4022/udp/239.77.0.225:5146
广东体育频道,http://14.112.86.101:4022/udp/239.77.0.112:5146
广东影视频道,http://14.112.86.101:4022/udp/239.77.0.217:5146
广东珠江频道,http://113.64.92.197:8884/udp/239.77.0.1:5146
广东新闻频道,http://113.64.92.197:8884/udp/239.77.0.173:5146
广东民生频道,http://113.64.92.197:8884/udp/239.77.0.225:5146
广东体育频道,http://113.64.92.197:8884/udp/239.77.0.112:5146
广东影视频道,http://113.64.92.197:8884/udp/239.77.0.217:5146
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
中天新闻频道,https://stream1.freetv.fun/0efa038ef8b00da22a46c019893c5170b1b49731e8b26ede0655c7f76e5dbfa7.m3u8
中天新闻频道,http://103.121.92.24/live/wotv/wotv.php?tid=gtlive&id=f-ctinews
有线新闻频道,http://ku9.fr.to/smt.php?id=hoycaijing_twn
无线新闻频道,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8
无线新闻频道,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
无线新闻频道,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻频道,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
无线翡翠频道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
无线翡翠频道,http://cdn2.1689.us.kg/live/?id=gdfct
无线翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist.m3u8
无线直播频道,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist.m3u8
无线生活频道,https://tv.mytvsuper.xyz/tvb/shenghuo/stream.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/shenghuo/stream.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist.m3u8
无线星河频国,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8
无线星河频国,http://205.185.123.236:8899/tvb/xinghe/xinghe.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频道,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
无线星河频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典频道,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
千禧经典频道,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
千禧经典频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
Now爆谷频道,https://tv.mytvsuper.xyz/1/baogutai/baogu.m3u8
Now爆谷频道,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
Now星影频道,https://tv.mytvsuper.xyz/1/xingyingtai/xingying.m3u8
Now星影频道,http://205.185.123.236:8899/1/xingyingtai/xingying.m3u8
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影频国,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
天映频道马国,http://205.185.123.236:8899/astro/tianying/tianying.m3u8
龙华电影频国,http://103.121.92.24/live/wotv/wotv.php?tid=gtlive&id=cstv_movie_t
龙华戏剧频国,http://103.121.92.24/live/wotv/wotv.php?tid=gtlive&id=lh_soapopera_t
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
动作电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
影迷电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
RTHK-31频陆,p3p://108.181.32.169:31277/64101f330006ab429853d45f7940453b
RTHK-32频陆,p3p://108.181.32.169:31277/641020b00001b8599859a360613572d7
RTHK-33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
澳视澳门频道,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
民视闽南频道,http://103.121.92.24/live/wotv/wotv.php?tid=gtlive2&id=ftvw_hd
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
东森财经频特,http://103.193.151.158:8500/live.m3u8?c=6
环球电视频道,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
GBN新闻频英,http://103.193.151.158:8500/live.m3u8?c=18
NHK新闻频英,http://61.221.215.25:8800/hls/51/index.m3u8
tvbs闽南频特,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频特,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧频特,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一频特,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合频特,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐频特,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频特,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频国,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐频特,rtmp://f13h.mine.nu/sat/tv701
纬来日本频特,rtmp://f13h.mine.nu/sat/tv771
纬来体育频特,rtmp://f13h.mine.nu/sat/tv721
DAZN体育�?,rtmp://f13h.mine.nu/sat/tv731
DAZN体育�?,rtmp://f13h.mine.nu/sat/tv741
amc电影频英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索频英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合频英,http://61.221.215.25:8800/hls/1/index.m3u8
momoTV频特,rtmp://f13h.mine.nu/sat/tv761
东森新闻频道,http://37.27.111.214:8080/live/20/hls.m3u8
tvbs闽南频道,http://37.27.111.214:8080/live/23/hls.m3u8
民视闽南频道,http://37.27.111.214:8080/live/6/hls.m3u8
中视闽南频道,http://37.27.111.214:8080/live/7/hls.m3u8
华视闽南频道,http://37.27.111.214:8080/live/8/hls.m3u8
民视第一频道,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾频道,http://37.27.111.214:8080/live/5/hls.m3u8
三立综合频道,http://37.27.111.214:8080/live/31/hls.m3u8
tvbs欢乐频道,http://37.27.111.214:8080/live/24/hls.m3u8
龙华洋片频道,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅国,http://103.121.92.24/live/wotv/wotv.php?tid=gtlive2&id=pig
猪哥亮歌厅国,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲旅游频道,http://37.27.111.214:8080/live/10/hls.m3u8
幸福空间频道,http://37.27.111.214:8080/live/26/hls.m3u8
HakkaTV频道,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV原视频道,http://37.27.111.214:8080/live/2/hls.m3u8
动画动漫频道,http://37.27.111.214:8080/live/57/hls.m3u8
Nick动画频壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick动画频贰,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo亲子�?,http://37.27.111.214:8080/live/3/hls.m3u8
博斯高球频壹,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动频壹,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限频道,http://37.27.111.214:8080/live/15/hls.m3u8
mTV音乐频道,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY频道,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影频道,http://37.27.111.214:8080/live/28/hls.m3u8
探案电影频道,http://37.27.111.214:8080/live/11/hls.m3u8
CINEMA-频道,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BlOOm-BERg,http://37.27.111.214:8080/live/34/hls.m3u8
DWnews频道,http://37.27.111.214:8080/live/46/hls.m3u8
CNBc_英频�?,http://37.27.111.214:8080/live/102/hls.m3u8
互动英語频道,http://37.27.111.214:8080/live/54/hls.m3u8
💝AKTV频道👉全网,#genre#
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
myTV SUPER 18�?,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
明珠剧集�?(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠�?,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
无线新闻�?,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
美亚电影�?(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
千禧经典�?,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娱乐新闻�?(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
翡翠剧集�?(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠�?,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠综合�?(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
黄金翡翠�?,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
Now星影�?,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
TVB 星河�?,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8
viutv 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
viutv6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
无线新闻�?(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
爆谷�?,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
28 AI 智慧赛马,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
